Smiles,Property
CCCOc1ccc(/C=N/NC(=S)Nc2ccccc2[N+](=O)[O-])c(O)c1,1
COc1ccc(N/N=C/c2c(O)n(-c3ccc(C)c(C)c3)c(=O)[nH]c2=O)cc1,1
Cc1ccc(-n2c(SCC(=O)NCC3CCCO3)nc3n[nH]c(C)c3c2=N)cc1Cl,1
Cc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1S(=O)(=O)N1CCCCC1,1
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3cccs3)cs2)cc1,1
Cc1ccccc1NC(=O)c1ccc(CN2CCC(Cc3ccccc3)CC2)cc1,1
COc1cc(OC)cc(C(=O)Nc2ccc(-c3nc4ccccc4o3)cc2)c1,1
Clc1ccc(OCc2nc(-c3ccccn3)no2)c(Br)c1,1
CC1CCN(S(=O)(=O)c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)CC1,1
O=C(Nc1ccc(Oc2ccccc2)cc1)C1CCN(c2c3c(nc4ncnn24)CCC3)CC1,1
O=C(c1cc2sccc2n1Cc1ccc(F)cc1)N1CCN(c2nc3ccccc3s2)CC1,1
CC(=O)CSc1ccc(-c2nc3cc(C)c(C)cc3[nH]2)cn1,1
CC(=O)CSc1nc2cc3c(cc2cc1C#N)OCCO3,1
CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCC(c3nc4ccccc4s3)CC2)cc1,1
COc1ccc(OC)c(NC(=O)CSc2ncnc3c2cnn3-c2ccccc2Cl)c1,1
CNc1nnc(-c2ccc(N(C)C)cc2)s1,1
COc1cccc(C(=O)Nc2nnc(-c3cccs3)s2)c1,1
Cc1ccc(C(=O)CSc2nnnn2C(C)C)c(C)c1,1
O=C(Nc1ccc(NC(=O)c2ccco2)nc1)c1ccco1,1
Cc1nc2ccc(NC(=O)c3cccs3)cc2c(=O)n1Cc1ccc(Cl)cc1,1
CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)Cc4ccccc4)n3)ccc21,1
Cc1ccc(-c2cc3c(N=O)c4ccccc4c-3n[nH]2)cc1,1
Cc1ccc(-c2cnc3cc(C)nn3c2)cc1,1
Cc1ccc(-c2cnc3c(Cl)c(C)nn3c2)cc1,1
Cc1ccc(C)n1-c1ccc(-c2ccnc(N)n2)cc1,1
COc1ccc(N2CCN(c3ncnc4c3[nH]c3ccccc34)CC2)cc1,1
Cc1csc2ncnc(NCCc3ccccn3)c12,1
Cc1ccc(NC(=O)Nc2ccnc(-c3cccnc3)n2)cc1,1
COc1ccc(NC(=O)C2=Cc3ccccc3OC2)cc1,1
Cc1cc2ncc(-c3ncc(C(F)(F)F)cc3Cl)cn2n1,1
Cc1nn2cc(-c3ncc(C(F)(F)F)cc3Cl)cnc2c1Br,1
O=C(c1ccccc1)N1CCSc2sccc2C1=O,1
CC(C)(C)n1cc(C(=O)c2ccc3ccccc3c2O)cn1,1
Clc1ccc(OCc2cc(-c3ccccc3)no2)c(Cl)c1,1
COc1ccc(-n2cc(C(=O)c3ccccc3O)cn2)cc1,1
COc1ccc(-c2ccc3ccccc3n2)cc1,1
FC(F)(F)c1cnc(-c2cnc(-c3ccccn3)nc2)c(Cl)c1,1
O=C(Nc1cccc(Cl)c1)Nc1ccnc(-c2cccnc2)n1,1
Cc1cccc(-c2cc3c(N=O)c4ccccc4c-3n[nH]2)c1,1
COc1ccc(C2=Nc3cc(C)ccc3OC2)cc1,1
O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(CN2CCOCC2)cc1,1
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1
Cc1cc(CNC(=O)c2cccc([N+](=O)[O-])c2C)c2ccccc2n1,1
Cc1ccc(C(=O)NCCc2cccs2)cc1,1
COc1cc2[nH]c3c(=O)n4c(nc3c2cc1OC)SCCC4,1
Fc1ccc(-c2nnc(NC3=NCCCCC3)o2)cc1,1
O=C1CCCN1c1ccc(S(=O)(=O)N2CCC(c3ccccc3)CC2)cc1,1
COc1cc2c(cc1OC)C(c1ccc(-c3ccc(Cl)cc3Cl)o1)=NCC2,1
Cc1sc2ncnc(NC3CCN(Cc4ccccc4)CC3)c2c1C,1
COc1ccc(C(=O)NC(=O)Nc2cc(C)ccn2)cc1,1
Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,1
O=C(CCCN1C(=O)S/C(=C\c2ccccc2)C1=O)NNC(=O)c1ccccc1O,1
c1ccc(OCCSc2nnc3sc4ccccc4n23)cc1,1
CNC1=C(N(C(C)=O)c2ccc(Br)cc2)C(=O)c2ccccc2C1=O,1
CN1C2CCC1/C(=C/c1ccccn1)C(=O)/C2=C\c1ccccn1,1
Cc1ccc(/N=c2/c([N+](=O)[O-])nn(-c3ccc4c(c3)OCCO4)n2O)c(Cl)c1,1
O=c1[nH]c(=O)n(Cc2ccco2)c2c1C(C(F)(F)F)(C(F)(F)F)N=C(c1ccc(F)cc1)N2,1
CCC(O)C1CCN(C(=O)c2cc(COc3ccc4ncccc4c3)on2)CC1,1
CCOC(=O)N1CCN(C(=O)c2cc(COc3ccc4ncccc4c3)on2)CC1,1
Cc1c(/C(O)=C2/C(=O)C(=O)N(CCN3CCOCC3)C2c2ccccn2)cnn1-c1ccccc1,1
CC1C/C(=C/c2ccncc2)C(=O)/C(=C/c2ccncc2)C1,1
COc1ccc(Cc2noc(CN3CCC(c4ccncc4)CC3)n2)cc1OC,1
COc1ccc(CN(C)Cc2nc(Cc3cccc(F)c3)no2)c2cccnc12,1
CC(=O)c1ccc(NC(=O)c2noc3c2CCC3)cc1,1
O=C(c1cc(COc2c(F)cccc2F)on1)N1CCC(c2ccncc2)CC1,1
Cc1c(/C(O)=C2/C(=O)C(=O)N(Cc3cccnc3)C2c2ccccn2)cnn1-c1ccccc1,1
O=C(NC1CCCCCCC1)c1cc(COc2ccc3ncccc3c2)on1,1
Cc1cccnc1CN1CCN(C(=O)c2cc(COc3ccc4ncccc4c3)on2)CC1,1
CC(CCCC(C)(C)O)NC(=O)c1cc(COc2ccc3ncccc3c2)on1,1
Cc1nc(CN(C)C(=O)c2cc(COc3ccc4ncccc4c3)on2)cs1,1
CCC1C(=O)NCCN1Cc1nc(-c2ccc(-c3ccccc3)cc2)oc1C,1
O=C(c1cc(COc2ccc3ncccc3c2)on1)N1CCCCCC1,1
COCC1CCN(C(=O)c2cc(COc3ccc4ncccc4c3)on2)CC1,1
CN(Cc1cccnc1)C(=O)c1cc(COc2ccc3ncccc3c2)on1,1
O=C(NCc1cccc(Cl)c1)c1cc(COc2ccc3ncccc3c2)on1,1
Cc1nn(C)c(C)c1CN(Cc1nc(CCC(C)C)no1)C(C)C,1
Cn1cc(CNCc2ccc(OC(F)(F)F)cc2)c(-c2ccc3c(c2)OCCO3)n1,1
COc1cccc(CN(C)C(=O)c2cc(COc3ccc4ncccc4c3)on2)c1,1
CC[n+]1ccc(/C=C2\C=Cc3ccccc3N2C)c2ccc(C)cc21,1
Cc1ccc(C)c(N2CCN(C(=O)Nc3ccc4c(c3)N(C)C(=O)CS4)CC2)c1,1
O=C(Nc1cccnc1Cl)c1ccc2c(Cl)c3c(nc2c1)CCC3,1
O=C(O)c1cccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C=C2c2ccccc2)c1,1
Cc1ccc(-n2ncc3c(SCc4cccnc4)ncnc32)c(C)c1,1
Cc1cccc(NC(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)n1,1
COc1ccccc1Nc1nnc(SCC2CCCCO2)s1,1
COc1cc(/C=N/NS(=O)(=O)c2ccc(C)cc2)ccc1OCc1ccc(C(=O)O)cc1,1
CCCOc1ccc(CSc2nc3ccccc3[nH]2)cc1,1
O=C(NC(Nc1nc2ccc([N+](=O)[O-])cc2s1)(C(F)(F)F)C(F)(F)F)c1ccccc1Cl,1
CCCCCCCc1ccc(-c2ccc(O)cc2)nc1,1
Cc1ccc(C(=O)COC(=O)c2cccc(NC(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1,1
CCN1C(=O)/C(=C/C=C2/SCCN2C)SC1=S,1
Cc1ccc(-c2cc(C(=O)N/N=C/C=C/c3ccco3)c3ccccc3n2)cc1C,1
CCNC(=S)NNC(=O)c1cc(-c2ccc(OCC)cc2)nc2ccccc12,1
CCNC(=S)NNC(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12,1
Cc1ccc([N+](=O)[O-])cc1/N=N/c1c(-c2ccc([N+](=O)[O-])cc2)[nH]n(C(N)=S)c1=O,1
CCCOc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1,1
CCOc1cc(C(=S)N2CCOCC2)ccc1OS(=O)(=O)c1ccc(NC(C)=O)cc1,1
O=C(NCCOc1ccccc1)c1ccc2c(c1)OCO2,1
CCCOc1ccc(Cn2cnc3ccccc32)cc1,1
N#C/C(=C\c1ccc(OCc2ccc(C(=O)O)cc2)cc1)C(=O)N1CCOCC1,1
c1ccc(-c2cc(CSc3nc4ccccc4[nH]3)on2)cc1,1
Oc1ccc(-c2n[nH]c(=S)n2-c2ccc3c(c2)OCCO3)c(O)c1,1
COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1NC(=O)COc1ccc(C)cc1,1
COc1ccc(OCC(=O)Nc2cc(-c3nn(C)c(=O)c4ccccc34)ccc2OC)cc1,1
CCCCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,1
CCCCCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,1
O=C(Nc1cccc(O)c1)C(=O)Nc1ccccn1,1
CCCCn1c(C)c(C(=O)O)c2cc(OC)ccc21,1
Cc1ccc(C(=O)/C=C/Nc2ccccn2)cc1,1
Cn1c2c(c(=O)n(C)c1=O)C(C(F)(F)F)(C(F)(F)F)N=C(c1ccc(Cl)cc1)N2,1
O=C(CSc1nnc(-c2cccnc2)s1)Nc1ccnc2ccccc12,1
Clc1ccccc1Nc1nnc(-c2ccncc2)s1,1
CN(C)c1ccc(N/C=C/C(=O)c2ccco2)cc1,1
c1ccc(CCNc2ncnc3ccccc23)cc1,1
c1csc(-c2csc3ncnc(NCCCN4CCOCC4)c23)c1,1
CC(/C=C1\SC(=O)N(CCCC(=O)O)C1=O)=C\c1ccccc1,1
CN(C)c1ccc(/C=c2\sc3n(c2=O)CCCN=3)cc1,1
Nc1nc2c(Cl)ccc(Cl)c2s1,1
Cc1cc(NC(=O)c2ccc3c(c2)OCCO3)no1,1
Cc1ccc(-c2nc(-c3ccccc3)no2)c(Cl)c1,1
CC(C)(C)C1C/C(=C/c2ccccn2)C(=O)/C(=C/c2ccccn2)C1,1
Cc1sc2ncnc(NCc3cccs3)c2c1C,1
CCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,1
CC(=O)c1c(C)[nH]c(C(=O)COc2cc(C)cc(C)c2)c1C,1
Cc1cc(C(=O)CSc2nnc(-c3cccs3)o2)c(C)n1-c1ccccc1,1
Cc1cc(C(=O)COC(=O)c2n[nH]c3ccccc23)c(C)n1C,1
Cc1csc(SCC(=O)c2cc(C)n(Cc3cccs3)c2C)n1,1
CC(=O)Nc1ccc(SCC(=O)c2cc(C)n(-c3ccccc3)c2C)cc1,1
CC(C)Cn1c(N)c(C(=O)COC(=O)CCc2nc3ccccc3s2)c(=O)n(C)c1=O,1
Cc1csc(SCC(=O)Nc2sccc2C#N)n1,1
Cc1cc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c(C)n1-c1ccccc1,1
Cc1csc(SCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)n1,1
NS(=O)(=O)c1ccc(CCNc2ncnc3sccc23)cc1,1
c1ccc(CC2CCN(c3ncnc4sccc34)CC2)cc1,1
COc1ccc(CCNc2ncnc3sccc23)cc1OC,1
O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(c2ncnc3sccc23)CC1,1
CC(=O)Nc1ccc(SCC(=O)c2cc(C)n(Cc3cccs3)c2C)cc1,1
CC(C)N(CC(=O)Nc1ccc(Cl)cc1C(F)(F)F)C(=O)CCl,1
Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1,1
Cc1cc(C(=O)Cn2nnc3ccccc3c2=O)c(C)n1Cc1cccs1,1
COC(=O)c1ccc(COC(=O)c2[nH]c(C)c(C(C)=O)c2C)o1,1
CC(=O)Nc1ccc(SCC(=O)c2cc(C)n(-c3ccccc3F)c2C)cc1,1
CNS(=O)(=O)c1cccc(C(=O)OCC(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)c1,1
O=C(NC1CC1)c1ccc(-c2nc3ccccc3s2)s1,1
C=CCn1c(C)cc(C(=O)CSc2nc3ccccc3[nH]2)c1C,1
O=C(Nc1nc2ccc(F)cc2s1)c1ccccn1,1
CC(C)c1cc(NC(=O)CCl)on1,1
c1ccc(OCCCCn2cnc3ccccc32)cc1,1
O=C(CN1C(=O)C(c2ccc(F)cc2)=NC12CCCC2)Nc1ccc(F)cc1,1
Clc1ccc(CCNc2ncnc3nc[nH]c23)cc1,1
CCOc1ccc(-c2nnc(SCC(=O)Nc3cc(C)on3)o2)cc1,1
COc1cc(SC)ccc1C(=O)Nc1cc(C)ccn1,1
O=C(CCCOc1ccccc1)N1CCCCC1,1
O=C(Nc1nc2ccccc2[nH]1)c1ccccc1F,1
O=C(CC(O)(C(F)(F)F)C(F)(F)F)Nc1ccc(Cl)c(Cl)c1,1
CC(C)COc1ccc(C(=O)Nc2scc(-c3ccc(Cl)cc3Cl)c2C(N)=O)cc1,1
Cc1cc2nc(N3C(=O)CNC3=S)sc2cc1C,1
COc1cccc(C(=O)/C=C/Nc2cccc(O)c2)c1,1
Cc1ccc(C(=O)/C=C/Nc2ccccc2C(N)=O)cc1,1
NC(=O)c1ccccc1N/C=C/C(=O)c1ccc(Cl)cc1,1
NC(=O)c1ccccc1N/C=C/C(=O)c1ccccc1,1
CCCOc1ccc(C(=O)NCCc2ccccc2)cc1,1
CN(C)c1ccc(N/C=C/C(=O)c2ccccc2)cc1,1
O=S(=O)(c1ccc(N2CCCC2)cc1)C(F)(F)F,1
NC(=O)c1ccccc1N/C=C/C(=O)c1ccc(Cl)cc1Cl,1
O=C(NCc1ccccc1)c1cccc(COc2ccc3c(c2)CCC3)c1,1
O=C(/C=C/Nc1ccc(F)cc1F)c1ccco1,1
COCCn1c(C)cc(C(=O)CSc2nnc(C)s2)c1C,1
O=C(/C=C/Nc1ccc(F)cc1)c1cccs1,1
Cc1ccc(N/C=C/C(=O)c2cccs2)cc1C,1
COc1ccc(Nc2ncc(F)c(N3CCOCC3)n2)cc1,1
O=C(/C=C/Nc1ccc(Br)cc1F)c1cccs1,1
O=C(/C=C/Nc1ccc(F)cc1F)c1cccs1,1
Cc1ccc(N/C=C/C(=O)c2cccs2)cc1,1
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,1
COC(=O)c1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1,1
CC(C)OC(=O)c1sc2nc(-c3ccccc3)ccc2c1N,1
Cc1ccc(C(=O)/C=C/Nc2ccc3c(c2)OCO3)cc1,1
